,State,Year,Quarter,Registered_Users,App_Opens,District
4337,Gujarat,2021,2,483224,7322593,bhavnagar district
4338,Gujarat,2021,2,207118,4070018,junagadh district
4339,Gujarat,2021,2,536645,9759520,mahesana district
4340,Gujarat,2021,2,19033,1976849,the dangs district
4341,Gujarat,2021,2,327251,5529938,kheda district
4342,Gujarat,2021,2,2633443,29247704,surat district
4343,Gujarat,2021,2,72172,1437404,porbandar district
4344,Gujarat,2021,2,658428,9936713,gandhinagar district
4345,Gujarat,2021,2,212616,4678402,panch mahals district
4346,Gujarat,2021,2,58790,3238851,narmada district
4347,Gujarat,2021,2,176061,3419888,gir somnath district
4348,Gujarat,2021,2,524614,9184319,valsad district
4349,Gujarat,2021,2,95143,3203297,mahisagar district
4350,Gujarat,2021,2,278539,7088156,sabar kantha district
4351,Gujarat,2021,2,109719,4093925,tapi district
4352,Gujarat,2021,2,1127636,15605412,vadodara district
4353,Gujarat,2021,2,645073,18355543,banas kantha district
4354,Gujarat,2021,2,204136,5600950,amreli district
4355,Gujarat,2021,2,3209841,43943326,ahmadabad district
4356,Gujarat,2021,2,155988,5021344,dohad district
4357,Gujarat,2021,2,232448,4010253,navsari district
4358,Gujarat,2021,2,265040,6916848,patan district
4359,Gujarat,2021,2,543585,17784778,kachchh district
4360,Gujarat,2021,2,253097,8057144,surendranagar district
4361,Gujarat,2021,2,221629,5300801,morbi district
4362,Gujarat,2021,3,454516,6900160,anand district
4363,Gujarat,2021,3,309842,6879580,jamnagar district
4364,Gujarat,2021,3,107517,4310397,devbhumi dwarka district
4365,Gujarat,2021,3,782611,13876245,rajkot district
4366,Gujarat,2021,3,171101,6762291,aravallis district
4367,Gujarat,2021,3,72071,3853239,chhotaudepur district
4368,Gujarat,2021,3,146842,4926482,botad district
4369,Gujarat,2021,3,634589,16949930,bharuch district
4370,Gujarat,2021,3,520764,9381379,bhavnagar district
4371,Gujarat,2021,3,223916,5211050,junagadh district
4372,Gujarat,2021,3,578072,12920050,mahesana district
4373,Gujarat,2021,3,20709,2684008,the dangs district
4374,Gujarat,2021,3,352948,7212127,kheda district
4375,Gujarat,2021,3,2830392,40635199,surat district
4376,Gujarat,2021,3,78063,1911079,porbandar district
4377,Gujarat,2021,3,706654,13323374,gandhinagar district
4378,Gujarat,2021,3,229915,6133463,panch mahals district
4379,Gujarat,2021,3,63821,4425170,narmada district
4380,Gujarat,2021,3,190336,4151926,gir somnath district
4381,Gujarat,2021,3,565423,11974387,valsad district
4382,Gujarat,2021,3,103140,3964068,mahisagar district
4383,Gujarat,2021,3,300258,9248561,sabar kantha district
4384,Gujarat,2021,3,118730,5066590,tapi district
4385,Gujarat,2021,3,1210266,20471153,vadodara district
4386,Gujarat,2021,3,698841,25209534,banas kantha district
4387,Gujarat,2021,3,221334,7968878,amreli district
4388,Gujarat,2021,3,3445024,59071276,ahmadabad district
4389,Gujarat,2021,3,169037,6295402,dohad district
4390,Gujarat,2021,3,250233,5157919,navsari district
4391,Gujarat,2021,3,287021,9346449,patan district
4392,Gujarat,2021,3,587589,25294185,kachchh district
4393,Gujarat,2021,3,274891,10995970,surendranagar district
4394,Gujarat,2021,3,240295,7475630,morbi district
4395,Gujarat,2021,4,485306,9981987,anand district
4396,Gujarat,2021,4,331942,6896774,jamnagar district
4397,Gujarat,2021,4,115900,2359435,devbhumi dwarka district
4398,Gujarat,2021,4,837869,15665197,rajkot district
4399,Gujarat,2021,4,183617,5917538,aravallis district
4400,Gujarat,2021,4,77777,1850678,chhotaudepur district
4401,Gujarat,2021,4,157462,4378199,botad district
4402,Gujarat,2021,4,679705,23721158,bharuch district
4403,Gujarat,2021,4,558013,10583117,bhavnagar district
4404,Gujarat,2021,4,240022,3983195,junagadh district
4405,Gujarat,2021,4,618376,18408357,mahesana district
4406,Gujarat,2021,4,22325,682005,the dangs district
4407,Gujarat,2021,4,377827,8810443,kheda district
4408,Gujarat,2021,4,3026960,70043416,surat district
4409,Gujarat,2021,4,83713,1326247,porbandar district
4410,Gujarat,2021,4,754369,23172671,gandhinagar district
4411,Gujarat,2021,4,246694,6699089,panch mahals district
4412,Gujarat,2021,4,68577,2219237,narmada district
4413,Gujarat,2021,4,204170,4304710,gir somnath district
4414,Gujarat,2021,4,605655,20362236,valsad district
4415,Gujarat,2021,4,110939,2564905,mahisagar district
4416,Gujarat,2021,4,321717,10478837,sabar kantha district
4417,Gujarat,2021,4,127186,3764085,tapi district
4418,Gujarat,2021,4,1292097,33004408,vadodara district
4419,Gujarat,2021,4,751116,29341685,banas kantha district
4420,Gujarat,2021,4,237874,5251219,amreli district
4421,Gujarat,2021,4,3679243,106054208,ahmadabad district
4422,Gujarat,2021,4,181787,5398314,dohad district
4423,Gujarat,2021,4,267352,5803020,navsari district
4424,Gujarat,2021,4,308499,9755228,patan district
4425,Gujarat,2021,4,630878,20539880,kachchh district
4426,Gujarat,2021,4,295801,7294918,surendranagar district
4427,Gujarat,2021,4,258433,7229813,morbi district
4428,Gujarat,2022,1,514400,7167547,anand district
4429,Gujarat,2022,1,352844,11272088,jamnagar district
4430,Gujarat,2022,1,123599,10163939,devbhumi dwarka district
4431,Gujarat,2022,1,889499,21835586,rajkot district
4432,Gujarat,2022,1,195778,13826407,aravallis district
4433,Gujarat,2022,1,83102,9593557,chhotaudepur district
4434,Gujarat,2022,1,167646,11054773,botad district
4435,Gujarat,2022,1,722367,22613416,bharuch district
4436,Gujarat,2022,1,593259,14665634,bhavnagar district
4437,Gujarat,2022,1,255421,10584411,junagadh district
4438,Gujarat,2022,1,656908,15122677,mahesana district
4439,Gujarat,2022,1,23744,5058807,the dangs district
4440,Gujarat,2022,1,401982,10309975,kheda district
4441,Gujarat,2022,1,3210535,25388620,surat district
4442,Gujarat,2022,1,89084,3467401,porbandar district
4443,Gujarat,2022,1,799301,9240181,gandhinagar district
4444,Gujarat,2022,1,263066,11638061,panch mahals district
4445,Gujarat,2022,1,73152,10102922,narmada district
4446,Gujarat,2022,1,217816,7182103,gir somnath district
4447,Gujarat,2022,1,643742,11625495,valsad district
4448,Gujarat,2022,1,118430,8605093,mahisagar district
4449,Gujarat,2022,1,342020,15498082,sabar kantha district
4450,Gujarat,2022,1,135297,8491029,tapi district
4451,Gujarat,2022,1,1368210,17275828,vadodara district
4452,Gujarat,2022,1,802470,50103535,banas kantha district
4453,Gujarat,2022,1,253714,21192598,amreli district
4454,Gujarat,2022,1,3897869,37428068,ahmadabad district
4455,Gujarat,2022,1,194298,13091132,dohad district
4456,Gujarat,2022,1,283795,7740515,navsari district
4457,Gujarat,2022,1,329312,17459087,patan district
4458,Gujarat,2022,1,671465,46433002,kachchh district
4459,Gujarat,2022,1,315677,22854956,surendranagar district
4460,Gujarat,2022,1,275512,13690414,morbi district
4461,Gujarat,2022,2,541890,7236033,anand district
4462,Gujarat,2022,2,372354,12188995,jamnagar district
4463,Gujarat,2022,2,130591,13208562,devbhumi dwarka district
4464,Gujarat,2022,2,937863,24500393,rajkot district
4465,Gujarat,2022,2,206898,17033575,aravallis district
4466,Gujarat,2022,2,87903,11318925,chhotaudepur district
4467,Gujarat,2022,2,177233,13628450,botad district
4468,Gujarat,2022,2,762752,24641932,bharuch district
4469,Gujarat,2022,2,626197,18525992,bhavnagar district
4470,Gujarat,2022,2,269699,12317381,junagadh district
4471,Gujarat,2022,2,692794,17872342,mahesana district
4472,Gujarat,2022,2,25026,6868251,the dangs district
4473,Gujarat,2022,2,424243,11926637,kheda district
4474,Gujarat,2022,2,3385398,25782369,surat district
4475,Gujarat,2022,2,93938,4290977,porbandar district
4476,Gujarat,2022,2,841732,8826550,gandhinagar district
4477,Gujarat,2022,2,277783,13730984,panch mahals district
4478,Gujarat,2022,2,77313,12964941,narmada district
4479,Gujarat,2022,2,230290,9190564,gir somnath district
4480,Gujarat,2022,2,679340,13855143,valsad district
4481,Gujarat,2022,2,125105,10788262,mahisagar district
4482,Gujarat,2022,2,360675,18555269,sabar kantha district
4483,Gujarat,2022,2,142824,10380992,tapi district
4484,Gujarat,2022,2,1440949,19565706,vadodara district
4485,Gujarat,2022,2,849884,61411670,banas kantha district
4486,Gujarat,2022,2,268232,28086720,amreli district
4487,Gujarat,2022,2,4105172,37385392,ahmadabad district
4488,Gujarat,2022,2,205476,16850083,dohad district
4489,Gujarat,2022,2,299199,10087059,navsari district
4490,Gujarat,2022,2,348256,20058579,patan district
4491,Gujarat,2022,2,709339,53661492,kachchh district
4492,Gujarat,2022,2,333698,26953553,surendranagar district
4493,Gujarat,2022,2,291550,16249663,morbi district
4494,Gujarat,2022,3,570211,7663778,anand district
4495,Gujarat,2022,3,391677,15828687,jamnagar district
4496,Gujarat,2022,3,136943,15945131,devbhumi dwarka district
4497,Gujarat,2022,3,986904,31404029,rajkot district
4498,Gujarat,2022,3,217755,19551310,aravallis district
4499,Gujarat,2022,3,92089,13788338,chhotaudepur district
4500,Gujarat,2022,3,186625,15729417,botad district
4501,Gujarat,2022,3,803845,24985089,bharuch district
4502,Gujarat,2022,3,659228,22529367,bhavnagar district
4503,Gujarat,2022,3,283145,13570972,junagadh district
4504,Gujarat,2022,3,729723,21478805,mahesana district
4505,Gujarat,2022,3,26180,8364976,the dangs district
4506,Gujarat,2022,3,446779,13172712,kheda district
4507,Gujarat,2022,3,3567767,25192019,surat district
4508,Gujarat,2022,3,98587,4938585,porbandar district
4509,Gujarat,2022,3,885535,9731484,gandhinagar district
4510,Gujarat,2022,3,292755,16286040,panch mahals district
4511,Gujarat,2022,3,81169,12729908,narmada district
4512,Gujarat,2022,3,242764,10375694,gir somnath district
4513,Gujarat,2022,3,716467,15625470,valsad district
4514,Gujarat,2022,3,131554,12902389,mahisagar district
4515,Gujarat,2022,3,379718,21747099,sabar kantha district
4516,Gujarat,2022,3,149968,10482703,tapi district
4517,Gujarat,2022,3,1515556,19765164,vadodara district
4518,Gujarat,2022,3,896869,77028892,banas kantha district
4519,Gujarat,2022,3,281819,32567387,amreli district
4520,Gujarat,2022,3,4319512,39280139,ahmadabad district
4521,Gujarat,2022,3,216199,19811697,dohad district
4522,Gujarat,2022,3,314617,9787723,navsari district
4523,Gujarat,2022,3,367059,22613364,patan district
4524,Gujarat,2022,3,747079,60380130,kachchh district
4525,Gujarat,2022,3,351078,34325117,surendranagar district
4526,Gujarat,2022,3,307545,19538289,morbi district
4527,Gujarat,2022,4,596600,13791621,anand district
4528,Gujarat,2022,4,409567,11777204,jamnagar district
4529,Gujarat,2022,4,142445,4626888,devbhumi dwarka district
4530,Gujarat,2022,4,1033159,27915336,rajkot district
4531,Gujarat,2022,4,227402,10450616,aravallis district
4532,Gujarat,2022,4,95806,3500701,chhotaudepur district
4533,Gujarat,2022,4,195219,8669321,botad district
4534,Gujarat,2022,4,842519,37564473,bharuch district
4535,Gujarat,2022,4,690130,18372408,bhavnagar district
4536,Gujarat,2022,4,294941,6587448,junagadh district
4537,Gujarat,2022,4,763693,29019487,mahesana district
4538,Gujarat,2022,4,27218,1087847,the dangs district
4539,Gujarat,2022,4,467640,15216766,kheda district
4540,Gujarat,2022,4,3747780,110323166,surat district
4541,Gujarat,2022,4,102643,2175841,porbandar district
4542,Gujarat,2022,4,927585,35387014,gandhinagar district
4543,Gujarat,2022,4,306278,12634353,panch mahals district
4544,Gujarat,2022,4,84596,3758056,narmada district
4545,Gujarat,2022,4,254045,7658775,gir somnath district
4546,Gujarat,2022,4,751767,32968847,valsad district
4547,Gujarat,2022,4,137511,5028578,mahisagar district
4548,Gujarat,2022,4,397066,17276367,sabar kantha district
4549,Gujarat,2022,4,156189,6355677,tapi district
4550,Gujarat,2022,4,1587831,48909823,vadodara district
4551,Gujarat,2022,4,939693,54467383,banas kantha district
4552,Gujarat,2022,4,293382,9446129,amreli district
4553,Gujarat,2022,4,4530853,157291084,ahmadabad district
4554,Gujarat,2022,4,226068,11309950,dohad district
4555,Gujarat,2022,4,328740,8737777,navsari district
4556,Gujarat,2022,4,384293,15704430,patan district
4557,Gujarat,2022,4,781383,35644500,kachchh district
4558,Gujarat,2022,4,366161,13510037,surendranagar district
4559,Gujarat,2022,4,322150,13816692,morbi district
4560,Gujarat,2023,1,622872,11094924,anand district
4561,Gujarat,2023,1,428091,21680075,jamnagar district
4562,Gujarat,2023,1,148801,18769135,devbhumi dwarka district
4563,Gujarat,2023,1,1079736,39239734,rajkot district
4564,Gujarat,2023,1,238121,28001732,aravallis district
4565,Gujarat,2023,1,100145,18084906,chhotaudepur district
4566,Gujarat,2023,1,204401,17674036,botad district
4567,Gujarat,2023,1,881508,35066869,bharuch district
4568,Gujarat,2023,1,722197,29045885,bhavnagar district
4569,Gujarat,2023,1,308246,17876630,junagadh district
4570,Gujarat,2023,1,798353,22683144,mahesana district
4571,Gujarat,2023,1,28390,11092861,the dangs district
4572,Gujarat,2023,1,489299,16496752,kheda district
4573,Gujarat,2023,1,3919829,31170398,surat district
4574,Gujarat,2023,1,107378,6961510,porbandar district
4575,Gujarat,2023,1,968586,12538501,gandhinagar district
4576,Gujarat,2023,1,320798,22409437,panch mahals district
4577,Gujarat,2023,1,88517,15549721,narmada district
4578,Gujarat,2023,1,266205,14183188,gir somnath district
4579,Gujarat,2023,1,786811,22096341,valsad district
4580,Gujarat,2023,1,143947,18381216,mahisagar district
4581,Gujarat,2023,1,415319,24713550,sabar kantha district
4582,Gujarat,2023,1,163181,20730719,tapi district
4583,Gujarat,2023,1,1658232,27075998,vadodara district
4584,Gujarat,2023,1,985280,96676164,banas kantha district
4585,Gujarat,2023,1,306770,33221816,amreli district
4586,Gujarat,2023,1,4734630,51443909,ahmadabad district
4587,Gujarat,2023,1,236847,28965819,dohad district
4588,Gujarat,2023,1,343293,13483688,navsari district
4589,Gujarat,2023,1,402483,30561359,patan district
4590,Gujarat,2023,1,817441,89545643,kachchh district
4591,Gujarat,2023,1,383186,46572566,surendranagar district
4592,Gujarat,2023,1,337337,25380718,morbi district
4593,Gujarat,2023,2,647805,11311512,anand district
4594,Gujarat,2023,2,446015,21811979,jamnagar district
4595,Gujarat,2023,2,155916,20381650,devbhumi dwarka district
4596,Gujarat,2023,2,1123115,46168824,rajkot district
4597,Gujarat,2023,2,249082,31622464,aravallis district
4598,Gujarat,2023,2,105124,23735650,chhotaudepur district
4599,Gujarat,2023,2,213517,20757855,botad district
4600,Gujarat,2023,2,917746,35482362,bharuch district
4601,Gujarat,2023,2,752872,36260031,bhavnagar district
4602,Gujarat,2023,2,321804,20295551,junagadh district
4603,Gujarat,2023,2,831177,25432003,mahesana district
4604,Gujarat,2023,2,29687,12920568,the dangs district
4605,Gujarat,2023,2,510507,18112328,kheda district
4606,Gujarat,2023,2,4076929,35870416,surat district
4607,Gujarat,2023,2,112066,8129208,porbandar district
4608,Gujarat,2023,2,1005603,16489426,gandhinagar district
4609,Gujarat,2023,2,335149,27320842,panch mahals district
4610,Gujarat,2023,2,92606,19764504,narmada district
4611,Gujarat,2023,2,278208,16411153,gir somnath district
4612,Gujarat,2023,2,818831,27470764,valsad district
4613,Gujarat,2023,2,150651,22103545,mahisagar district
4614,Gujarat,2023,2,432909,29833051,sabar kantha district
4615,Gujarat,2023,2,170362,21313258,tapi district
4616,Gujarat,2023,2,1721431,30680291,vadodara district
4617,Gujarat,2023,2,1030499,106585524,banas kantha district
4618,Gujarat,2023,2,321306,35081678,amreli district
4619,Gujarat,2023,2,4913610,49536121,ahmadabad district
4620,Gujarat,2023,2,247908,42813011,dohad district
4621,Gujarat,2023,2,357359,15769213,navsari district
4622,Gujarat,2023,2,420629,38239406,patan district
4623,Gujarat,2023,2,853047,101725601,kachchh district
4624,Gujarat,2023,2,400879,54979554,surendranagar district
4625,Gujarat,2023,2,352419,33216672,morbi district
4626,Gujarat,2023,3,673475,24322857,anand district
4627,Gujarat,2023,3,464323,45126328,jamnagar district
4628,Gujarat,2023,3,162667,29402824,devbhumi dwarka district
4629,Gujarat,2023,3,1167848,87736067,rajkot district
4630,Gujarat,2023,3,259417,43618391,aravallis district
4631,Gujarat,2023,3,109721,43061604,chhotaudepur district
4632,Gujarat,2023,3,222558,33589302,botad district
4633,Gujarat,2023,3,955541,48535847,bharuch district
4634,Gujarat,2023,3,784444,51079563,bhavnagar district
4635,Gujarat,2023,3,334954,37092145,junagadh district
4636,Gujarat,2023,3,864845,31938408,mahesana district
4637,Gujarat,2023,3,30986,28418475,the dangs district
4638,Gujarat,2023,3,531367,37524184,kheda district
4639,Gujarat,2023,3,4238878,42874494,surat district
4640,Gujarat,2023,3,116719,16619043,porbandar district
4641,Gujarat,2023,3,1044993,19640585,gandhinagar district
4642,Gujarat,2023,3,349209,56191422,panch mahals district
4643,Gujarat,2023,3,96573,41291465,narmada district
4644,Gujarat,2023,3,290226,48135785,gir somnath district
4645,Gujarat,2023,3,852301,48092794,valsad district
4646,Gujarat,2023,3,156901,32352434,mahisagar district
4647,Gujarat,2023,3,450547,47901522,sabar kantha district
4648,Gujarat,2023,3,177207,22562050,tapi district
4649,Gujarat,2023,3,1789238,38280832,vadodara district
4650,Gujarat,2023,3,1074757,136797869,banas kantha district
4651,Gujarat,2023,3,335190,61940571,amreli district
4652,Gujarat,2023,3,5105557,61905156,ahmadabad district
