,State,Year,Quater,District,Transaction_Count,Transaction_Amount
564,Arunachal Pradesh,2023,4,lower dibang valley,456242,780822119.0
565,Arunachal Pradesh,2024,1,papum pare,6605744,9147478408.0
566,Arunachal Pradesh,2024,1,west kameng,1262496,2128971870.0
567,Arunachal Pradesh,2024,1,east siang,1022852,1533777566.0
568,Arunachal Pradesh,2024,1,changlang,927421,1575177845.0
569,Arunachal Pradesh,2024,1,lohit,857194,1324795981.0
570,Arunachal Pradesh,2024,1,west siang,798151,1405173317.0
571,Arunachal Pradesh,2024,1,lower subansiri,609737,984003451.0
572,Arunachal Pradesh,2024,1,namsai,597509,816432276.0
573,Arunachal Pradesh,2024,1,lower dibang valley,537101,895489788.0
574,Arunachal Pradesh,2024,1,tawang,475300,1114613679.0
575,Assam,2018,1,kamrup metropolitan,194617,284766218.98487484
576,Assam,2018,1,marigaon,79832,105067294.49868405
577,Assam,2018,1,barpeta,67801,56352302.37753609
578,Assam,2018,1,nagaon,66695,56352631.291476294
579,Assam,2018,1,cachar,56481,57250290.53047233
580,Assam,2018,1,sonitpur,51976,73005566.24909952
581,Assam,2018,1,kamrup,47859,41868129.255927615
582,Assam,2018,1,dibrugarh,44792,53258765.86975427
583,Assam,2018,1,tinsukia,41237,45886201.02896822
584,Assam,2018,1,jorhat,33322,41164542.05596451
585,Assam,2018,2,kamrup metropolitan,320417,548619364.2308466
586,Assam,2018,2,marigaon,109223,204057284.21875843
587,Assam,2018,2,nagaon,105834,129818644.91478491
588,Assam,2018,2,barpeta,102217,117541108.74699076
589,Assam,2018,2,cachar,83921,105147622.61224496
590,Assam,2018,2,sonitpur,82799,151230715.30607644
591,Assam,2018,2,kamrup,74537,83338163.66068907
592,Assam,2018,2,dibrugarh,70642,110954951.68517756
593,Assam,2018,2,tinsukia,66715,102921465.63822293
594,Assam,2018,2,jorhat,53341,70634515.73039348
595,Assam,2018,3,kamrup metropolitan,476050,884121118.8280818
596,Assam,2018,3,barpeta,145945,230125281.8407083
597,Assam,2018,3,nagaon,142195,208584967.9650631
598,Assam,2018,3,cachar,123735,189612378.33199263
599,Assam,2018,3,sonitpur,116196,252135800.71617544
600,Assam,2018,3,kamrup,112726,148929589.80060056
601,Assam,2018,3,marigaon,102867,189132040.91743046
602,Assam,2018,3,dibrugarh,98822,173048841.5837646
603,Assam,2018,3,tinsukia,90928,155121755.76365337
604,Assam,2018,3,jorhat,79724,118008412.28630178
605,Assam,2018,4,kamrup metropolitan,686010,1345451492.4344451
606,Assam,2018,4,nagaon,435103,317973029.4737475
607,Assam,2018,4,barpeta,225449,354675455.9326413
608,Assam,2018,4,marigaon,193075,207853575.09985885
609,Assam,2018,4,cachar,187360,272342253.1327299
610,Assam,2018,4,sonitpur,165399,358549931.5785284
611,Assam,2018,4,kamrup,162592,236088241.49952987
612,Assam,2018,4,dibrugarh,144931,264346941.49220377
613,Assam,2018,4,tinsukia,127171,253718923.0695014
614,Assam,2018,4,dhubri,120810,181651044.89215764
615,Assam,2019,1,kamrup metropolitan,1306775,2605380335.9221573
616,Assam,2019,1,nagaon,265767,382986937.00269973
617,Assam,2019,1,barpeta,262834,416977891.5222329
618,Assam,2019,1,cachar,206705,335675210.4339503
619,Assam,2019,1,kamrup,205094,325387078.1294668
620,Assam,2019,1,sonitpur,197716,409811805.4621542
621,Assam,2019,1,dibrugarh,180303,308520050.14443624
622,Assam,2019,1,marigaon,162645,225891536.78995085
623,Assam,2019,1,tinsukia,147896,296016100.5028683
624,Assam,2019,1,dhubri,129363,168832530.51137578
625,Assam,2019,2,kamrup metropolitan,2488968,5089657876.792284
626,Assam,2019,2,nagaon,231423,422774561.3600137
627,Assam,2019,2,barpeta,228864,466786096.3962827
628,Assam,2019,2,sonitpur,192707,444337498.7727274
629,Assam,2019,2,cachar,177976,335126276.2091832
630,Assam,2019,2,kamrup,176995,334724712.0725308
631,Assam,2019,2,dibrugarh,169357,356524668.62132466
632,Assam,2019,2,tinsukia,148294,323303192.86631006
633,Assam,2019,2,marigaon,130459,235342996.58975655
634,Assam,2019,2,jorhat,129744,231878110.7193352
635,Assam,2019,3,kamrup metropolitan,2188998,6080999088.202992
636,Assam,2019,3,barpeta,262253,505242250.25981045
637,Assam,2019,3,nagaon,258566,491551326.21533215
638,Assam,2019,3,sonitpur,257623,533288953.0348954
639,Assam,2019,3,cachar,242781,426502976.7731471
640,Assam,2019,3,dibrugarh,230118,425077484.1305032
641,Assam,2019,3,kamrup,222439,383883901.2477784
642,Assam,2019,3,tinsukia,196245,357008533.5524102
643,Assam,2019,3,jorhat,167468,274329134.3924885
644,Assam,2019,3,golaghat,121795,194779142.64060068
645,Assam,2019,4,kamrup metropolitan,2510384,7206165641.817837
646,Assam,2019,4,sonitpur,298139,613461613.2726699
647,Assam,2019,4,barpeta,295624,613479659.5323288
648,Assam,2019,4,nagaon,287586,546184547.4478518
649,Assam,2019,4,cachar,273506,482197783.15532976
650,Assam,2019,4,dibrugarh,255885,470389915.7975105
651,Assam,2019,4,kamrup,249708,461559258.766533
652,Assam,2019,4,tinsukia,224113,423685126.94560075
653,Assam,2019,4,jorhat,185402,307700398.0221567
654,Assam,2019,4,goalpara,139662,282003507.8056698
655,Assam,2020,1,kamrup metropolitan,3338601,10080547554.265474
656,Assam,2020,1,sonitpur,383179,755509094.6113625
657,Assam,2020,1,cachar,375774,659702346.1886156
658,Assam,2020,1,barpeta,367963,833078665.8149495
659,Assam,2020,1,nagaon,360749,736229612.8989755
660,Assam,2020,1,kamrup,322830,605538834.8588183
661,Assam,2020,1,dibrugarh,317878,585327059.678019
662,Assam,2020,1,tinsukia,286640,541758826.9845176
663,Assam,2020,1,jorhat,232108,371072710.739732
664,Assam,2020,1,golaghat,179380,301335497.7930421
665,Assam,2020,2,kamrup metropolitan,2543890,7190215278.036329
666,Assam,2020,2,nagaon,521404,889592664.4056509
667,Assam,2020,2,barpeta,519590,967512954.9444927
668,Assam,2020,2,sonitpur,510820,899403354.2732959
669,Assam,2020,2,kamrup,461735,696378364.1282136
670,Assam,2020,2,cachar,448258,671325302.7518412
671,Assam,2020,2,dibrugarh,447580,678491572.8304845
672,Assam,2020,2,tinsukia,420620,618021383.1902584
673,Assam,2020,2,jorhat,306847,406689798.0164192
674,Assam,2020,2,golaghat,290221,381486790.0123421
675,Assam,2020,3,kamrup metropolitan,4268591,13346088870.114109
676,Assam,2020,3,barpeta,553783,1306355860.1566281
677,Assam,2020,3,sonitpur,540972,1164586118.8388221
678,Assam,2020,3,nagaon,535675,1153926434.0592713
679,Assam,2020,3,dibrugarh,526945,1106487215.771987
680,Assam,2020,3,cachar,487493,920279966.2377983
681,Assam,2020,3,kamrup,445726,878646586.9277798
682,Assam,2020,3,tinsukia,442335,839411510.8503457
683,Assam,2020,3,jorhat,315288,542788284.757088
684,Assam,2020,3,golaghat,278714,484885427.8581189
685,Assam,2020,4,kamrup metropolitan,5300547,16105922899.456022
686,Assam,2020,4,barpeta,724763,2053361856.4779525
687,Assam,2020,4,sonitpur,676306,1560923095.7659311
688,Assam,2020,4,nagaon,667880,1665021995.8192074
689,Assam,2020,4,dibrugarh,631601,1479167066.80543
690,Assam,2020,4,cachar,623731,1434767202.3488228
691,Assam,2020,4,kamrup,557203,1271039293.2521
692,Assam,2020,4,tinsukia,543941,1209737013.9697673
693,Assam,2020,4,jorhat,400452,815676507.4744498
694,Assam,2020,4,goalpara,381733,1018165139.8396726
695,Assam,2021,1,kamrup metropolitan,9400818,24003716533.697937
696,Assam,2021,1,barpeta,768249,2378951523.3799787
697,Assam,2021,1,dibrugarh,680608,1710571109.9822497
698,Assam,2021,1,nagaon,675634,2019926209.3789358
699,Assam,2021,1,sonitpur,669242,1689369790.4289408
700,Assam,2021,1,cachar,614703,1577581912.6812966
701,Assam,2021,1,kamrup,557802,1450662971.6951797
702,Assam,2021,1,tinsukia,480161,1160430411.7091095
703,Assam,2021,1,goalpara,400249,1203600745.3463283
704,Assam,2021,1,jorhat,388882,856404785.4295709
705,Assam,2021,2,kamrup metropolitan,12113618,26948905679.32876
706,Assam,2021,2,barpeta,1094358,2927546915.4449625
707,Assam,2021,2,nagaon,928187,2446953429.3994994
708,Assam,2021,2,dibrugarh,870918,1976153977.7728927
709,Assam,2021,2,sonitpur,848080,1929013770.5926275
710,Assam,2021,2,cachar,743120,1680050955.980187
711,Assam,2021,2,kamrup,737877,1686926641.03952
712,Assam,2021,2,tinsukia,606143,1318534292.5264628
713,Assam,2021,2,goalpara,544911,1475602701.2507868
714,Assam,2021,2,dhubri,528440,1316708576.7981753
715,Assam,2021,3,kamrup metropolitan,16840668,36123082534.66112
716,Assam,2021,3,barpeta,1436928,3522432994.68204
717,Assam,2021,3,nagaon,1156024,2903215135.784228
718,Assam,2021,3,dibrugarh,1116075,2517711536.27678
719,Assam,2021,3,sonitpur,1030160,2385666128.443201
720,Assam,2021,3,cachar,998685,2285248942.8809485
721,Assam,2021,3,kamrup,957373,2112276358.4188256
722,Assam,2021,3,tinsukia,726497,1620117007.2069793
723,Assam,2021,3,dhubri,668723,1682447560.536893
724,Assam,2021,3,goalpara,650085,1747257315.9936595
725,Assam,2021,4,kamrup metropolitan,22903930,48177919267.36949
