,State,Year,Quater,District,Registered_Users
4340,Meghalaya,2019,1,east khasi hills,27937
4341,Meghalaya,2019,1,west garo hills,12932
4342,Meghalaya,2019,1,ribhoi,6543
4343,Meghalaya,2019,1,east jaintia hills,4643
4344,Meghalaya,2019,1,west jaintia hills,2276
4345,Meghalaya,2019,1,north garo hills,1482
4346,Meghalaya,2019,1,south west garo hills,1434
4347,Meghalaya,2019,1,east garo hills,1424
4348,Meghalaya,2019,1,south garo hills,1296
4349,Meghalaya,2019,1,west khasi hills,1191
4350,Meghalaya,2019,2,east khasi hills,33377
4351,Meghalaya,2019,2,west garo hills,15673
4352,Meghalaya,2019,2,ribhoi,7894
4353,Meghalaya,2019,2,east jaintia hills,5580
4354,Meghalaya,2019,2,west jaintia hills,2846
4355,Meghalaya,2019,2,north garo hills,1965
4356,Meghalaya,2019,2,south west garo hills,1902
4357,Meghalaya,2019,2,east garo hills,1855
4358,Meghalaya,2019,2,south garo hills,1640
4359,Meghalaya,2019,2,west khasi hills,1566
4360,Meghalaya,2019,3,east khasi hills,38761
4361,Meghalaya,2019,3,west garo hills,18509
4362,Meghalaya,2019,3,ribhoi,9007
4363,Meghalaya,2019,3,east jaintia hills,6371
4364,Meghalaya,2019,3,west jaintia hills,3346
4365,Meghalaya,2019,3,north garo hills,2403
4366,Meghalaya,2019,3,east garo hills,2313
4367,Meghalaya,2019,3,south west garo hills,2306
4368,Meghalaya,2019,3,south garo hills,2020
4369,Meghalaya,2019,3,west khasi hills,1838
4370,Meghalaya,2019,4,east khasi hills,43484
4371,Meghalaya,2019,4,west garo hills,21300
4372,Meghalaya,2019,4,ribhoi,10308
4373,Meghalaya,2019,4,east jaintia hills,7343
4374,Meghalaya,2019,4,west jaintia hills,3946
4375,Meghalaya,2019,4,north garo hills,2871
4376,Meghalaya,2019,4,east garo hills,2788
4377,Meghalaya,2019,4,south west garo hills,2757
4378,Meghalaya,2019,4,south garo hills,2434
4379,Meghalaya,2019,4,west khasi hills,2180
4380,Meghalaya,2020,1,east khasi hills,49251
4381,Meghalaya,2020,1,west garo hills,24124
4382,Meghalaya,2020,1,ribhoi,11689
4383,Meghalaya,2020,1,east jaintia hills,8368
4384,Meghalaya,2020,1,west jaintia hills,4530
4385,Meghalaya,2020,1,north garo hills,3311
4386,Meghalaya,2020,1,east garo hills,3251
4387,Meghalaya,2020,1,south west garo hills,3234
4388,Meghalaya,2020,1,south garo hills,2810
4389,Meghalaya,2020,1,west khasi hills,2522
4390,Meghalaya,2020,2,east khasi hills,57322
4391,Meghalaya,2020,2,west garo hills,29492
4392,Meghalaya,2020,2,ribhoi,13550
4393,Meghalaya,2020,2,east jaintia hills,9695
4394,Meghalaya,2020,2,west jaintia hills,5717
4395,Meghalaya,2020,2,north garo hills,4318
4396,Meghalaya,2020,2,south west garo hills,4266
4397,Meghalaya,2020,2,east garo hills,4132
4398,Meghalaya,2020,2,south garo hills,3590
4399,Meghalaya,2020,2,west khasi hills,3195
4400,Meghalaya,2020,3,east khasi hills,65268
4401,Meghalaya,2020,3,west garo hills,34201
4402,Meghalaya,2020,3,ribhoi,15427
4403,Meghalaya,2020,3,east jaintia hills,11084
4404,Meghalaya,2020,3,west jaintia hills,6997
4405,Meghalaya,2020,3,north garo hills,5242
4406,Meghalaya,2020,3,south west garo hills,5082
4407,Meghalaya,2020,3,east garo hills,5002
4408,Meghalaya,2020,3,south garo hills,4370
4409,Meghalaya,2020,3,west khasi hills,3899
4410,Meghalaya,2020,4,east khasi hills,72639
4411,Meghalaya,2020,4,west garo hills,37988
4412,Meghalaya,2020,4,ribhoi,17198
4413,Meghalaya,2020,4,east jaintia hills,12337
4414,Meghalaya,2020,4,west jaintia hills,7968
4415,Meghalaya,2020,4,north garo hills,5914
4416,Meghalaya,2020,4,east garo hills,5777
4417,Meghalaya,2020,4,south west garo hills,5772
4418,Meghalaya,2020,4,south garo hills,5006
4419,Meghalaya,2020,4,west khasi hills,4484
4420,Meghalaya,2021,1,east khasi hills,78429
4421,Meghalaya,2021,1,west garo hills,40993
4422,Meghalaya,2021,1,ribhoi,18641
4423,Meghalaya,2021,1,east jaintia hills,13460
4424,Meghalaya,2021,1,west jaintia hills,8665
4425,Meghalaya,2021,1,north garo hills,6392
4426,Meghalaya,2021,1,south west garo hills,6276
4427,Meghalaya,2021,1,east garo hills,6237
4428,Meghalaya,2021,1,south garo hills,5439
4429,Meghalaya,2021,1,west khasi hills,4858
4430,Meghalaya,2021,2,east khasi hills,84124
4431,Meghalaya,2021,2,west garo hills,44151
4432,Meghalaya,2021,2,ribhoi,20098
4433,Meghalaya,2021,2,east jaintia hills,14530
4434,Meghalaya,2021,2,west jaintia hills,9409
4435,Meghalaya,2021,2,north garo hills,6951
4436,Meghalaya,2021,2,south west garo hills,6835
4437,Meghalaya,2021,2,east garo hills,6754
4438,Meghalaya,2021,2,south garo hills,5922
4439,Meghalaya,2021,2,west khasi hills,5296
4440,Meghalaya,2021,3,east khasi hills,90505
4441,Meghalaya,2021,3,west garo hills,47869
4442,Meghalaya,2021,3,ribhoi,21875
4443,Meghalaya,2021,3,east jaintia hills,15847
4444,Meghalaya,2021,3,west jaintia hills,10337
4445,Meghalaya,2021,3,north garo hills,7584
4446,Meghalaya,2021,3,south west garo hills,7531
4447,Meghalaya,2021,3,east garo hills,7389
4448,Meghalaya,2021,3,south garo hills,6442
4449,Meghalaya,2021,3,west khasi hills,5884
4450,Meghalaya,2021,4,east khasi hills,96942
4451,Meghalaya,2021,4,west garo hills,51617
4452,Meghalaya,2021,4,ribhoi,23562
4453,Meghalaya,2021,4,east jaintia hills,17115
4454,Meghalaya,2021,4,west jaintia hills,11189
4455,Meghalaya,2021,4,north garo hills,8212
4456,Meghalaya,2021,4,south west garo hills,8197
4457,Meghalaya,2021,4,east garo hills,8015
4458,Meghalaya,2021,4,south garo hills,7005
4459,Meghalaya,2021,4,west khasi hills,6428
4460,Meghalaya,2022,1,east khasi hills,102838
4461,Meghalaya,2022,1,west garo hills,55028
4462,Meghalaya,2022,1,ribhoi,25112
4463,Meghalaya,2022,1,east jaintia hills,18301
4464,Meghalaya,2022,1,west jaintia hills,11952
4465,Meghalaya,2022,1,north garo hills,8795
4466,Meghalaya,2022,1,south west garo hills,8758
4467,Meghalaya,2022,1,east garo hills,8578
4468,Meghalaya,2022,1,south garo hills,7508
4469,Meghalaya,2022,1,west khasi hills,6839
4470,Meghalaya,2022,2,east khasi hills,108330
4471,Meghalaya,2022,2,west garo hills,58178
4472,Meghalaya,2022,2,ribhoi,26541
4473,Meghalaya,2022,2,east jaintia hills,19314
4474,Meghalaya,2022,2,west jaintia hills,12593
4475,Meghalaya,2022,2,north garo hills,9312
4476,Meghalaya,2022,2,south west garo hills,9266
4477,Meghalaya,2022,2,east garo hills,9052
4478,Meghalaya,2022,2,south garo hills,7922
4479,Meghalaya,2022,2,west khasi hills,7196
4480,Meghalaya,2022,3,east khasi hills,113816
4481,Meghalaya,2022,3,west garo hills,61273
4482,Meghalaya,2022,3,ribhoi,27844
4483,Meghalaya,2022,3,east jaintia hills,20320
4484,Meghalaya,2022,3,west jaintia hills,13176
4485,Meghalaya,2022,3,north garo hills,9773
4486,Meghalaya,2022,3,south west garo hills,9735
4487,Meghalaya,2022,3,east garo hills,9484
4488,Meghalaya,2022,3,south garo hills,8265
4489,Meghalaya,2022,3,west khasi hills,7493
4490,Meghalaya,2022,4,east khasi hills,118978
4491,Meghalaya,2022,4,west garo hills,63792
4492,Meghalaya,2022,4,ribhoi,29041
4493,Meghalaya,2022,4,east jaintia hills,21201
4494,Meghalaya,2022,4,west jaintia hills,13633
4495,Meghalaya,2022,4,north garo hills,10145
4496,Meghalaya,2022,4,south west garo hills,10062
4497,Meghalaya,2022,4,east garo hills,9846
4498,Meghalaya,2022,4,south garo hills,8553
4499,Meghalaya,2022,4,west khasi hills,7705
4500,Meghalaya,2023,1,east khasi hills,124181
4501,Meghalaya,2023,1,west garo hills,66808
4502,Meghalaya,2023,1,ribhoi,30369
4503,Meghalaya,2023,1,east jaintia hills,22122
4504,Meghalaya,2023,1,west jaintia hills,14218
4505,Meghalaya,2023,1,north garo hills,10580
4506,Meghalaya,2023,1,south west garo hills,10504
4507,Meghalaya,2023,1,east garo hills,10235
4508,Meghalaya,2023,1,south garo hills,8897
4509,Meghalaya,2023,1,west khasi hills,7981
4510,Meghalaya,2023,2,east khasi hills,129260
4511,Meghalaya,2023,2,west garo hills,69925
4512,Meghalaya,2023,2,ribhoi,31744
4513,Meghalaya,2023,2,east jaintia hills,23231
4514,Meghalaya,2023,2,west jaintia hills,14912
4515,Meghalaya,2023,2,north garo hills,11135
4516,Meghalaya,2023,2,south west garo hills,11073
4517,Meghalaya,2023,2,east garo hills,10727
4518,Meghalaya,2023,2,south garo hills,9386
4519,Meghalaya,2023,2,west khasi hills,8423
4520,Meghalaya,2023,3,east khasi hills,134378
4521,Meghalaya,2023,3,west garo hills,73025
4522,Meghalaya,2023,3,ribhoi,33175
4523,Meghalaya,2023,3,east jaintia hills,24260
4524,Meghalaya,2023,3,west jaintia hills,15633
4525,Meghalaya,2023,3,south west garo hills,11626
4526,Meghalaya,2023,3,north garo hills,11624
4527,Meghalaya,2023,3,east garo hills,11212
4528,Meghalaya,2023,3,south garo hills,9809
4529,Meghalaya,2023,3,west khasi hills,8831
4530,Meghalaya,2023,4,east khasi hills,139387
4531,Meghalaya,2023,4,west garo hills,75911
4532,Meghalaya,2023,4,ribhoi,34488
4533,Meghalaya,2023,4,east jaintia hills,25185
4534,Meghalaya,2023,4,west jaintia hills,16280
4535,Meghalaya,2023,4,south west garo hills,12113
4536,Meghalaya,2023,4,north garo hills,12086
4537,Meghalaya,2023,4,east garo hills,11648
4538,Meghalaya,2023,4,south garo hills,10230
4539,Meghalaya,2023,4,west khasi hills,9182
4540,Meghalaya,2024,1,east khasi hills,145281
4541,Meghalaya,2024,1,west garo hills,79443
4542,Meghalaya,2024,1,ribhoi,36099
4543,Meghalaya,2024,1,east jaintia hills,26338
4544,Meghalaya,2024,1,west jaintia hills,17113
4545,Meghalaya,2024,1,south west garo hills,12769
4546,Meghalaya,2024,1,north garo hills,12685
4547,Meghalaya,2024,1,east garo hills,12249
4548,Meghalaya,2024,1,south garo hills,10792
4549,Meghalaya,2024,1,west khasi hills,9685
4550,Mizoram,2018,1,aizawl,4550
4551,Mizoram,2018,1,lunglei,879
4552,Mizoram,2018,1,kolasib,486
4553,Mizoram,2018,1,lawngtlai,474
4554,Mizoram,2018,1,champhai,358
4555,Mizoram,2018,1,mamit,316
4556,Mizoram,2018,1,serchhip,299
4557,Mizoram,2018,1,saiha,231
4558,Mizoram,2018,2,aizawl,6211
4559,Mizoram,2018,2,lunglei,1241
4560,Mizoram,2018,2,kolasib,692
4561,Mizoram,2018,2,lawngtlai,607
4562,Mizoram,2018,2,champhai,501
4563,Mizoram,2018,2,serchhip,440
4564,Mizoram,2018,2,mamit,435
4565,Mizoram,2018,2,saiha,295
4566,Mizoram,2018,3,aizawl,8460
4567,Mizoram,2018,3,lunglei,1751
4568,Mizoram,2018,3,kolasib,1012
4569,Mizoram,2018,3,lawngtlai,922
4570,Mizoram,2018,3,champhai,729
4571,Mizoram,2018,3,serchhip,633
4572,Mizoram,2018,3,mamit,599
4573,Mizoram,2018,3,saiha,396
4574,Mizoram,2018,4,aizawl,11131
4575,Mizoram,2018,4,lunglei,2391
4576,Mizoram,2018,4,kolasib,1393
4577,Mizoram,2018,4,lawngtlai,1254
4578,Mizoram,2018,4,champhai,1001
4579,Mizoram,2018,4,serchhip,857
4580,Mizoram,2018,4,mamit,835
4581,Mizoram,2018,4,saiha,503
4582,Mizoram,2019,1,aizawl,13422
4583,Mizoram,2019,1,lunglei,2910
4584,Mizoram,2019,1,kolasib,1730
4585,Mizoram,2019,1,lawngtlai,1648
4586,Mizoram,2019,1,champhai,1179
4587,Mizoram,2019,1,mamit,1096
4588,Mizoram,2019,1,serchhip,1047
4589,Mizoram,2019,1,saiha,638
4590,Mizoram,2019,2,aizawl,15934
4591,Mizoram,2019,2,lunglei,3575
4592,Mizoram,2019,2,lawngtlai,2133
4593,Mizoram,2019,2,kolasib,2120
4594,Mizoram,2019,2,champhai,1429
4595,Mizoram,2019,2,mamit,1428
4596,Mizoram,2019,2,serchhip,1295
4597,Mizoram,2019,2,saiha,782
4598,Mizoram,2019,3,aizawl,18992
4599,Mizoram,2019,3,lunglei,4197
4600,Mizoram,2019,3,lawngtlai,2647
4601,Mizoram,2019,3,kolasib,2497
4602,Mizoram,2019,3,champhai,1733
4603,Mizoram,2019,3,mamit,1655
4604,Mizoram,2019,3,serchhip,1512
4605,Mizoram,2019,3,saiha,901
4606,Mizoram,2019,4,aizawl,21865
4607,Mizoram,2019,4,lunglei,4926
4608,Mizoram,2019,4,lawngtlai,3255
4609,Mizoram,2019,4,kolasib,2929
4610,Mizoram,2019,4,champhai,2067
4611,Mizoram,2019,4,mamit,1996
4612,Mizoram,2019,4,serchhip,1735
4613,Mizoram,2019,4,saiha,1036
4614,Mizoram,2020,1,aizawl,25253
4615,Mizoram,2020,1,lunglei,5778
4616,Mizoram,2020,1,lawngtlai,3996
4617,Mizoram,2020,1,kolasib,3360
4618,Mizoram,2020,1,champhai,2448
4619,Mizoram,2020,1,mamit,2379
4620,Mizoram,2020,1,serchhip,1992
4621,Mizoram,2020,1,saiha,1293
4622,Mizoram,2020,2,aizawl,29637
4623,Mizoram,2020,2,lunglei,7006
4624,Mizoram,2020,2,lawngtlai,4977
4625,Mizoram,2020,2,kolasib,4022
4626,Mizoram,2020,2,champhai,3052
4627,Mizoram,2020,2,mamit,2911
4628,Mizoram,2020,2,serchhip,2379
4629,Mizoram,2020,2,saiha,1590
4630,Mizoram,2020,3,aizawl,36225
4631,Mizoram,2020,3,lunglei,8442
4632,Mizoram,2020,3,lawngtlai,6412
4633,Mizoram,2020,3,kolasib,4923
4634,Mizoram,2020,3,champhai,3883
4635,Mizoram,2020,3,mamit,3597
4636,Mizoram,2020,3,serchhip,2871
4637,Mizoram,2020,3,saiha,1962
4638,Mizoram,2020,4,aizawl,41500
4639,Mizoram,2020,4,lunglei,9794
4640,Mizoram,2020,4,lawngtlai,7618
4641,Mizoram,2020,4,kolasib,5599
4642,Mizoram,2020,4,champhai,4550
4643,Mizoram,2020,4,mamit,4083
4644,Mizoram,2020,4,serchhip,3313
4645,Mizoram,2020,4,saiha,2274
4646,Mizoram,2021,1,aizawl,45103
4647,Mizoram,2021,1,lunglei,10638
4648,Mizoram,2021,1,lawngtlai,8386
4649,Mizoram,2021,1,kolasib,6120
4650,Mizoram,2021,1,champhai,4968
4651,Mizoram,2021,1,mamit,4467
4652,Mizoram,2021,1,serchhip,3582
4653,Mizoram,2021,1,saiha,2486
4654,Mizoram,2021,2,aizawl,48525
4655,Mizoram,2021,2,lunglei,11491
4656,Mizoram,2021,2,lawngtlai,9096
4657,Mizoram,2021,2,kolasib,6624
4658,Mizoram,2021,2,champhai,5366
4659,Mizoram,2021,2,mamit,4882
4660,Mizoram,2021,2,serchhip,3884
4661,Mizoram,2021,2,saiha,2684
4662,Mizoram,2021,3,aizawl,52313
4663,Mizoram,2021,3,lunglei,12614
4664,Mizoram,2021,3,lawngtlai,9954
4665,Mizoram,2021,3,kolasib,7229
4666,Mizoram,2021,3,champhai,5935
4667,Mizoram,2021,3,mamit,5392
4668,Mizoram,2021,3,serchhip,4255
4669,Mizoram,2021,3,saiha,2955
4670,Mizoram,2021,4,aizawl,56005
4671,Mizoram,2021,4,lunglei,13668
4672,Mizoram,2021,4,lawngtlai,10738
4673,Mizoram,2021,4,kolasib,7850
4674,Mizoram,2021,4,champhai,6447
4675,Mizoram,2021,4,mamit,5887
4676,Mizoram,2021,4,serchhip,4614
4677,Mizoram,2021,4,saiha,3196
4678,Mizoram,2022,1,aizawl,59433
4679,Mizoram,2022,1,lunglei,14538
4680,Mizoram,2022,1,lawngtlai,11459
4681,Mizoram,2022,1,kolasib,8375
4682,Mizoram,2022,1,champhai,6875
4683,Mizoram,2022,1,mamit,6299
4684,Mizoram,2022,1,serchhip,4906
4685,Mizoram,2022,1,saiha,3410
4686,Mizoram,2022,2,aizawl,62605
4687,Mizoram,2022,2,lunglei,15302
4688,Mizoram,2022,2,lawngtlai,12114
4689,Mizoram,2022,2,kolasib,8872
4690,Mizoram,2022,2,champhai,7233
4691,Mizoram,2022,2,mamit,6641
4692,Mizoram,2022,2,serchhip,5170
4693,Mizoram,2022,2,saiha,3598
4694,Mizoram,2022,3,aizawl,65940
4695,Mizoram,2022,3,lunglei,16062
4696,Mizoram,2022,3,lawngtlai,12771
4697,Mizoram,2022,3,kolasib,9300
4698,Mizoram,2022,3,champhai,7576
4699,Mizoram,2022,3,mamit,6931
4700,Mizoram,2022,3,serchhip,5390
4701,Mizoram,2022,3,saiha,3765
4702,Mizoram,2022,4,aizawl,68925
4703,Mizoram,2022,4,lunglei,16676
4704,Mizoram,2022,4,lawngtlai,13303
4705,Mizoram,2022,4,kolasib,9602
4706,Mizoram,2022,4,champhai,7814
4707,Mizoram,2022,4,mamit,7086
4708,Mizoram,2022,4,serchhip,5551
4709,Mizoram,2022,4,saiha,3913
4710,Mizoram,2023,1,aizawl,71979
4711,Mizoram,2023,1,lunglei,17393
4712,Mizoram,2023,1,lawngtlai,13917
4713,Mizoram,2023,1,kolasib,10051
4714,Mizoram,2023,1,champhai,8148
4715,Mizoram,2023,1,mamit,7399
4716,Mizoram,2023,1,serchhip,5783
4717,Mizoram,2023,1,saiha,4081
4718,Mizoram,2023,2,aizawl,74977
4719,Mizoram,2023,2,lunglei,18222
4720,Mizoram,2023,2,lawngtlai,14604
4721,Mizoram,2023,2,kolasib,10535
4722,Mizoram,2023,2,champhai,8546
4723,Mizoram,2023,2,mamit,7820
4724,Mizoram,2023,2,serchhip,6084
4725,Mizoram,2023,2,saiha,4273
4726,Mizoram,2023,3,aizawl,78038
4727,Mizoram,2023,3,lunglei,19056
4728,Mizoram,2023,3,lawngtlai,15259
4729,Mizoram,2023,3,kolasib,11036
4730,Mizoram,2023,3,champhai,8968
4731,Mizoram,2023,3,mamit,8205
4732,Mizoram,2023,3,serchhip,6340
4733,Mizoram,2023,3,saiha,4476
4734,Mizoram,2023,4,aizawl,81008
4735,Mizoram,2023,4,lunglei,19893
4736,Mizoram,2023,4,lawngtlai,15925
4737,Mizoram,2023,4,kolasib,11527
4738,Mizoram,2023,4,champhai,9373
4739,Mizoram,2023,4,mamit,8589
4740,Mizoram,2023,4,serchhip,6635
4741,Mizoram,2023,4,saiha,4677
4742,Mizoram,2024,1,aizawl,84499
4743,Mizoram,2024,1,lunglei,20891
4744,Mizoram,2024,1,lawngtlai,16779
4745,Mizoram,2024,1,kolasib,12085
4746,Mizoram,2024,1,champhai,9876
4747,Mizoram,2024,1,mamit,9085
4748,Mizoram,2024,1,serchhip,6995
4749,Mizoram,2024,1,saiha,4916
4750,Nagaland,2018,1,dimapur,8249
4751,Nagaland,2018,1,kohima,3036
4752,Nagaland,2018,1,mokokchung,1043
4753,Nagaland,2018,1,mon,525
4754,Nagaland,2018,1,phek,487
4755,Nagaland,2018,1,wokha,465
4756,Nagaland,2018,1,zunheboto,385
4757,Nagaland,2018,1,tuensang,377
4758,Nagaland,2018,1,peren,218
4759,Nagaland,2018,1,kiphire,168
4760,Nagaland,2018,2,dimapur,12093
4761,Nagaland,2018,2,kohima,4395
4762,Nagaland,2018,2,mokokchung,1616
4763,Nagaland,2018,2,mon,892
4764,Nagaland,2018,2,phek,736
4765,Nagaland,2018,2,wokha,703
4766,Nagaland,2018,2,tuensang,594
4767,Nagaland,2018,2,zunheboto,593
4768,Nagaland,2018,2,peren,358
4769,Nagaland,2018,2,kiphire,258
4770,Nagaland,2018,3,dimapur,17039
4771,Nagaland,2018,3,kohima,6298
4772,Nagaland,2018,3,mokokchung,2313
4773,Nagaland,2018,3,mon,1287
4774,Nagaland,2018,3,phek,1083
4775,Nagaland,2018,3,wokha,1017
4776,Nagaland,2018,3,tuensang,934
4777,Nagaland,2018,3,zunheboto,821
4778,Nagaland,2018,3,peren,526
4779,Nagaland,2018,3,kiphire,465
4780,Nagaland,2018,4,dimapur,22603
4781,Nagaland,2018,4,kohima,8583
4782,Nagaland,2018,4,mokokchung,2986
4783,Nagaland,2018,4,mon,1884
4784,Nagaland,2018,4,phek,1419
4785,Nagaland,2018,4,wokha,1391
4786,Nagaland,2018,4,tuensang,1261
4787,Nagaland,2018,4,zunheboto,1099
4788,Nagaland,2018,4,peren,710
4789,Nagaland,2018,4,kiphire,661
4790,Nagaland,2019,1,dimapur,28091
4791,Nagaland,2019,1,kohima,10747
4792,Nagaland,2019,1,mokokchung,3721
4793,Nagaland,2019,1,mon,2458
4794,Nagaland,2019,1,wokha,1830
4795,Nagaland,2019,1,phek,1727
4796,Nagaland,2019,1,tuensang,1678
4797,Nagaland,2019,1,zunheboto,1374
4798,Nagaland,2019,1,peren,884
4799,Nagaland,2019,1,kiphire,862
4800,Nagaland,2019,2,dimapur,34567
4801,Nagaland,2019,2,kohima,13108
4802,Nagaland,2019,2,mokokchung,4655
4803,Nagaland,2019,2,mon,3210
4804,Nagaland,2019,2,wokha,2411
4805,Nagaland,2019,2,tuensang,2152
4806,Nagaland,2019,2,phek,2143
4807,Nagaland,2019,2,zunheboto,1680
4808,Nagaland,2019,2,peren,1148
4809,Nagaland,2019,2,kiphire,1084
4810,Nagaland,2019,3,dimapur,41036
4811,Nagaland,2019,3,kohima,15677
4812,Nagaland,2019,3,mokokchung,5593
4813,Nagaland,2019,3,mon,3976
4814,Nagaland,2019,3,wokha,2961
4815,Nagaland,2019,3,phek,2642
4816,Nagaland,2019,3,tuensang,2599
4817,Nagaland,2019,3,zunheboto,2058
4818,Nagaland,2019,3,peren,1377
4819,Nagaland,2019,3,kiphire,1251
4820,Nagaland,2019,4,dimapur,47000
4821,Nagaland,2019,4,kohima,18232
4822,Nagaland,2019,4,mokokchung,6606
4823,Nagaland,2019,4,mon,4863
4824,Nagaland,2019,4,wokha,3540
4825,Nagaland,2019,4,phek,3109
4826,Nagaland,2019,4,tuensang,3081
4827,Nagaland,2019,4,zunheboto,2475
4828,Nagaland,2019,4,peren,1623
4829,Nagaland,2019,4,kiphire,1460
4830,Nagaland,2020,1,dimapur,53696
4831,Nagaland,2020,1,kohima,20644
4832,Nagaland,2020,1,mokokchung,7626
4833,Nagaland,2020,1,mon,5747
4834,Nagaland,2020,1,wokha,4118
4835,Nagaland,2020,1,phek,3637
4836,Nagaland,2020,1,tuensang,3634
4837,Nagaland,2020,1,zunheboto,2898
4838,Nagaland,2020,1,peren,1899
4839,Nagaland,2020,1,kiphire,1814
4840,Nagaland,2020,2,dimapur,63398
4841,Nagaland,2020,2,kohima,24236
4842,Nagaland,2020,2,mokokchung,9559
4843,Nagaland,2020,2,mon,7917
4844,Nagaland,2020,2,wokha,5296
4845,Nagaland,2020,2,tuensang,4779
4846,Nagaland,2020,2,phek,4535
4847,Nagaland,2020,2,zunheboto,3647
4848,Nagaland,2020,2,peren,2534
4849,Nagaland,2020,2,kiphire,2423
4850,Nagaland,2020,3,dimapur,79061
4851,Nagaland,2020,3,kohima,31483
4852,Nagaland,2020,3,mon,13591
4853,Nagaland,2020,3,mokokchung,13155
4854,Nagaland,2020,3,wokha,7980
4855,Nagaland,2020,3,tuensang,7220
4856,Nagaland,2020,3,phek,6151
4857,Nagaland,2020,3,zunheboto,4942
4858,Nagaland,2020,3,peren,3486
4859,Nagaland,2020,3,kiphire,3306
4860,Nagaland,2020,4,dimapur,87807
4861,Nagaland,2020,4,kohima,34872
4862,Nagaland,2020,4,mon,14932
4863,Nagaland,2020,4,mokokchung,14511
4864,Nagaland,2020,4,wokha,8821
4865,Nagaland,2020,4,tuensang,8177
4866,Nagaland,2020,4,phek,6888
4867,Nagaland,2020,4,zunheboto,5541
4868,Nagaland,2020,4,peren,3919
4869,Nagaland,2020,4,kiphire,3629
4870,Nagaland,2021,1,dimapur,94968
4871,Nagaland,2021,1,kohima,37488
4872,Nagaland,2021,1,mon,16154
4873,Nagaland,2021,1,mokokchung,15634
4874,Nagaland,2021,1,wokha,9531
4875,Nagaland,2021,1,tuensang,8866
4876,Nagaland,2021,1,phek,7536
4877,Nagaland,2021,1,zunheboto,6013
4878,Nagaland,2021,1,peren,4286
4879,Nagaland,2021,1,kiphire,3904
4880,Nagaland,2021,2,dimapur,101835
4881,Nagaland,2021,2,kohima,40277
